record_index,message_index,fragment_role,rule,source_file,source_project,commit_hash,range_start,range_end,has_test_case,test_files,test_kind,test_suite,test_command,test_run_status,line_total_in_range,line_covered_in_range,line_coverage_pct,branch_side_total_in_range,branch_side_covered_in_range,branch_coverage_pct,function_total_overlapping_range,function_covered_overlapping_range,function_coverage_pct,overlapping_coverage_functions,note,_source_csv
3,1,original,@extrulesproject/switch-statement-check,applications_settings/product/phone/src/main/ets/pages/vpn/ipsecVpnEdit.ets,applications_settings,2b5f9146ba664424f2987983e4dab7e92f436fef,246,259,yes,applications_settings/product/phone/src/test/AccessibilitySettingModel.test.ets;applications_settings/product/phone/src/test/List.test.ets;applications_settings/product/phone/src/test/accessibilityScreenTouch.test.ets;applications_settings/product/phone/src/test/ipsecVpnEdit.test.ets;applications_settings/product/phone/src/test/openVpnEdit.test.ets;applications_settings/product/phone/src/test/vpnLine.test.ets;applications_settings/product/phone/src/test/wifi.test.ets,local-test,phoneAllSuites,hvigorw --no-daemon test -p module=phone -p coverage=true -p scope=phoneAllSuites,passed,12,12,100.00,12,12,100.00,1,1,100.00,updateCaServerCertVisibility,rerun passed: 23/23 tests,switch-statement_coverage.csv
4,2,original,@extrulesproject/switch-statement-check,applications_settings/product/phone/src/main/ets/pages/vpn/ipsecVpnEdit.ets,applications_settings,2b5f9146ba664424f2987983e4dab7e92f436fef,193,206,yes,applications_settings/product/phone/src/test/AccessibilitySettingModel.test.ets;applications_settings/product/phone/src/test/List.test.ets;applications_settings/product/phone/src/test/accessibilityScreenTouch.test.ets;applications_settings/product/phone/src/test/ipsecVpnEdit.test.ets;applications_settings/product/phone/src/test/openVpnEdit.test.ets;applications_settings/product/phone/src/test/vpnLine.test.ets;applications_settings/product/phone/src/test/wifi.test.ets,local-test,phoneAllSuites,hvigorw --no-daemon test -p module=phone -p coverage=true -p scope=phoneAllSuites,passed,12,12,100.00,12,12,100.00,1,1,100.00,updateIpsecIdentifierVisibility,rerun passed: 23/23 tests,switch-statement_coverage.csv
5,1,original,@extrulesproject/switch-statement-check,applications_settings/product/phone/src/main/ets/pages/vpn/vpnLine.ets,applications_settings,2b5f9146ba664424f2987983e4dab7e92f436fef,117,142,yes,applications_settings/product/phone/src/test/AccessibilitySettingModel.test.ets;applications_settings/product/phone/src/test/List.test.ets;applications_settings/product/phone/src/test/accessibilityScreenTouch.test.ets;applications_settings/product/phone/src/test/ipsecVpnEdit.test.ets;applications_settings/product/phone/src/test/openVpnEdit.test.ets;applications_settings/product/phone/src/test/vpnLine.test.ets;applications_settings/product/phone/src/test/wifi.test.ets,local-test,phoneAllSuites,hvigorw --no-daemon test -p module=phone -p coverage=true -p scope=phoneAllSuites,passed,23,23,100.00,14,14,100.00,1,1,100.00,onConnectStateChange,rerun passed: 23/23 tests,switch-statement_coverage.csv
6,1,original,@extrulesproject/switch-statement-check,applications_photos/feature/editor/src/main/ets/default/view/CropStyleBar.ets,applications_photos,2136d479acb81ba9a2ba26e6221ec0afbd0e24c7,130,169,yes,applications_photos/feature/editor/src/test/CropStyleBar.test.ets;applications_photos/feature/editor/src/test/List.test.ets,local-test,CropStyleBarTest,hvigorw --no-daemon test -p module=photos_editor -p coverage=true -p scope=CropStyleBarTest,passed,29,29,100.00,20,20,100.00,1,1,100.00,onRotateClicked,Hypium local coverage patch applied; rerun passed: 3/3 tests,switch-statement_coverage.csv
7,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/FinanceTemplate/MoneyTrack/components/bill_data_processing/src/main/ets/utils/basedb/BaseDB.ets,agc-template-market-harmonyos-demos,55a58abb4cfca378cf880570caf7ea6596b3c135,276,324,yes,agc-template-market-harmonyos-demos/FinanceTemplate/MoneyTrack/components/bill_data_processing/src/test/BaseDB.test.ets;agc-template-market-harmonyos-demos/FinanceTemplate/MoneyTrack/components/bill_data_processing/src/test/List.test.ets;agc-template-market-harmonyos-demos/FinanceTemplate/MoneyTrack/components/bill_data_processing/src/test/LocalUnit.test.ets,local-test,bill_data_processingAllSuites,hvigorw --no-daemon test -p module=bill_data_processing -p coverage=true -p scope=bill_data_processingAllSuites,passed,46,46,100.00,26,26,100.00,2,2,100.00,BaseDB._buildPredicates;anonymous_1,rerun passed: 17/17 tests,switch-statement_coverage.csv
8,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/FinanceTemplate/MoneyTrack/components/bill_manage/src/main/ets/components/CustomKeyboard.ets,agc-template-market-harmonyos-demos,4388a85a0d794cc3ac76b2d49e4032a9966bad62,213,253,yes,agc-template-market-harmonyos-demos/FinanceTemplate/MoneyTrack/components/bill_manage/src/test/CustomKeyboard.test.ets;agc-template-market-harmonyos-demos/FinanceTemplate/MoneyTrack/components/bill_manage/src/test/List.test.ets;agc-template-market-harmonyos-demos/FinanceTemplate/MoneyTrack/components/bill_manage/src/test/LocalUnit.test.ets,local-test,bill_manageAllSuites,hvigorw --no-daemon test -p module=bill_manage -p coverage=true -p scope=bill_manageAllSuites,passed,35,35,100.00,24,23,95.83,1,1,100.00,handleClick,rerun passed: 11/11 tests,switch-statement_coverage.csv
9,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/BusinessTemplate/Notes/components/secretlock/src/main/ets/util/AuthUtil.ets,agc-template-market-harmonyos-demos,55a58abb4cfca378cf880570caf7ea6596b3c135,129,163,yes,agc-template-market-harmonyos-demos/BusinessTemplate/Notes/components/secretlock/src/test/AuthUtil.test.ets;agc-template-market-harmonyos-demos/BusinessTemplate/Notes/components/secretlock/src/test/List.test.ets,local-test,secretlockAllSuites,hvigorw --no-daemon test -p module=secretlock -p coverage=true -p scope=secretlockAllSuites,passed,33,33,100.00,30,30,100.00,1,1,100.00,AuthUtil.getErrorMsg,rerun passed: 4/4 tests,switch-statement_coverage.csv
10,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/CarsTemplate/DriverLicenseExam/commons/datasource/src/main/ets/ExamService.ets,agc-template-market-harmonyos-demos,8491a4b9ea2846ad2f29dc2c665b9a0cc079c303,290,350,yes,agc-template-market-harmonyos-demos/CarsTemplate/DriverLicenseExam/commons/datasource/src/test/ExamService.test.ets;agc-template-market-harmonyos-demos/CarsTemplate/DriverLicenseExam/commons/datasource/src/test/List.test.ets;agc-template-market-harmonyos-demos/CarsTemplate/DriverLicenseExam/commons/datasource/src/test/LocalUnit.test.ets,local-test,datasourceAllSuites,hvigorw --no-daemon test -p module=datasource -p coverage=true -p scope=datasourceAllSuites,passed,57,54,94.74,34,33,97.06,16,15,93.75,ExamService.getExamQuestionList;anonymous_25;anonymous_26;anonymous_27;anonymous_28;anonymous_29;anonymous_30;anonymous_31;anonymous_32;anonymous_33;anonymous_34;anonymous_35;anonymous_36;anonymous_37;anonymous_38;anonymous_39,rerun passed: 11/11 tests,switch-statement_coverage.csv
11,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/CarsTemplate/DriverLicenseExam/products/entry/src/main/ets/pages/specialExercises/SpecialExercisesView.ets,agc-template-market-harmonyos-demos,217329ee5331c096323a78a1dad5c32ff807269e,28,60,yes,agc-template-market-harmonyos-demos/CarsTemplate/DriverLicenseExam/products/entry/src/test/List.test.ets;agc-template-market-harmonyos-demos/CarsTemplate/DriverLicenseExam/products/entry/src/test/LocalUnit.test.ets;agc-template-market-harmonyos-demos/CarsTemplate/DriverLicenseExam/products/entry/src/test/SpecialExercisesView.test.ets,local-test,entryAllSuites,hvigorw --no-daemon test -p module=entry -p coverage=true -p scope=entryAllSuites,passed,27,27,100.00,14,14,100.00,3,3,100.00,setQuestionCount;anonymous_3;anonymous_4,rerun passed: 2/2 tests,switch-statement_coverage.csv
12,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/EducationTemplate/ArtTraining/Application/feature/mine/src/main/ets/utils/OrderUtil.ets,agc-template-market-harmonyos-demos,37fedd6f29f14a6dc6ec41252556d309ffcbd8db,61,99,yes,agc-template-market-harmonyos-demos/EducationTemplate/ArtTraining/Application/feature/mine/src/test/List.test.ets;agc-template-market-harmonyos-demos/EducationTemplate/ArtTraining/Application/feature/mine/src/test/OrderUtil.test.ets,local-test,OrderUtilTest,hvigorw --no-daemon test -p module=mine -p coverage=true -p scope=OrderUtilTest,passed,33,31,93.94,18,17,94.44,1,1,100.00,OrderUtil.handleOrderOperation,rerun passed: 8/8 local tests; all target metrics meet 90%,switch-statement_coverage.csv
13,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/commonlib/src/main/ets/utils/FormatUtil.ets,agc-template-market-harmonyos-demos,b516ad48c1532e8c313354b9b6cbfce530b0c457,120,150,yes,agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/commonlib/src/test/FormatUtil.test.ets;agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/commonlib/src/test/List.test.ets;agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/commonlib/src/test/LocalUnit.test.ets,local-test,commonlibAllSuites,hvigorw --no-daemon test -p module=commonlib -p coverage=true -p scope=commonlibAllSuites,passed,27,27,100.00,24,24,100.00,1,1,100.00,FormatUtil.getTransactionStateTitle,rerun passed: 4/4 tests,switch-statement_coverage.csv
14,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/FoodAndDrinkTemplate/TeaDrinkOrders/commons/common/src/main/ets/mock/MockResponse.ets,agc-template-market-harmonyos-demos,9f6bd02dccf8ab5645ba00970b2184f14bbd017b,5,68,yes,agc-template-market-harmonyos-demos/FoodAndDrinkTemplate/TeaDrinkOrders/commons/common/src/test/List.test.ets;agc-template-market-harmonyos-demos/FoodAndDrinkTemplate/TeaDrinkOrders/commons/common/src/test/LocalUnit.test.ets;agc-template-market-harmonyos-demos/FoodAndDrinkTemplate/TeaDrinkOrders/commons/common/src/test/MockResponse.test.ets,local-test,commonAllSuites,hvigorw --no-daemon test -p module=common -p coverage=true -p scope=commonAllSuites,passed,62,58,93.55,58,54,93.10,1,1,100.00,getMockResponse,rerun passed: 7/7 tests,switch-statement_coverage.csv
15,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/HealthAndFitnessTemplate/FitnessCenter/common/external_interactions/src/main/ets/Service/MockService.ets,agc-template-market-harmonyos-demos,df8720db99075978371a5a00c82c4404aad09273,335,350,yes,agc-template-market-harmonyos-demos/HealthAndFitnessTemplate/FitnessCenter/common/external_interactions/src/test/List.test.ets;agc-template-market-harmonyos-demos/HealthAndFitnessTemplate/FitnessCenter/common/external_interactions/src/test/LocalUnit.test.ets;agc-template-market-harmonyos-demos/HealthAndFitnessTemplate/FitnessCenter/common/external_interactions/src/test/MockService.test.ets,local-test,external_interactionsAllSuites,hvigorw --no-daemon test -p module=external_interactions -p coverage=true -p scope=external_interactionsAllSuites,passed,14,14,100.00,12,12,100.00,1,1,100.00,MockService.getBookStateString,rerun passed: 3/3 tests,switch-statement_coverage.csv
16,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/HouseholdService/commons/lib_foundation/src/main/ets/http/HttpMockMap.ets,agc-template-market-harmonyos-demos,cb41eed7ca7ca350c4fab8c8884aa1bb7f698235,24,60,yes,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/HouseholdService/commons/lib_foundation/src/test/HttpMockMap.test.ets;agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/HouseholdService/commons/lib_foundation/src/test/List.test.ets;agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/HouseholdService/commons/lib_foundation/src/test/LocalUnit.test.ets,local-test,lib_foundationAllSuites,hvigorw --no-daemon test -p module=lib_foundation -p coverage=true -p scope=lib_foundationAllSuites,passed,35,35,100.00,32,32,100.00,1,1,100.00,anonymous_0,rerun passed: 3/3 tests,switch-statement_coverage.csv
17,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/LifeBeauty/commons/utils/src/main/ets/http/AxiosBase.ets,agc-template-market-harmonyos-demos,366bef4f9bddb95ebc4abb3999af1aeee0ab7aea,53,99,yes,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/LifeBeauty/commons/utils/src/test/AxiosBase.test.ets;agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/LifeBeauty/commons/utils/src/test/List.test.ets;agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/LifeBeauty/commons/utils/src/test/LocalUnit.test.ets,local-test,utilsAllSuites,hvigorw --no-daemon test -p module=utils -p coverage=true -p scope=utilsAllSuites,passed,45,45,100.00,42,42,100.00,1,1,100.00,anonymous_7,rerun passed: 6/6 tests,switch-statement_coverage.csv
18,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/Parking/commons/componentLib/src/main/ets/components/CommonKeyboard.ets,agc-template-market-harmonyos-demos,267b7149e3146d0579a4041aee76f9ed2f01581c,89,107,yes,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/Parking/commons/componentLib/src/test/CommonKeyboard.test.ets;agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/Parking/commons/componentLib/src/test/List.test.ets;agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/Parking/commons/componentLib/src/test/LocalUnit.test.ets,local-test,componentLibAllSuites,hvigorw --no-daemon test -p module=componentLib -p coverage=true -p scope=componentLibAllSuites,passed,17,17,100.00,16,16,100.00,1,1,100.00,intDisableKey,rerun passed: 5/5 tests,switch-statement_coverage.csv
19,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/ShoppingMall/commons/lib_common/src/main/ets/httprequest/AxiosHttp.ets,agc-template-market-harmonyos-demos,428d050edf09fed0550eafcc3c37eaaf700ea929,103,140,yes,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/ShoppingMall/commons/lib_common/src/test/AxiosHttp.test.ets;agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/ShoppingMall/commons/lib_common/src/test/List.test.ets;agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/ShoppingMall/commons/lib_common/src/test/LocalUnit.test.ets,local-test,lib_commonAllSuites,hvigorw --no-daemon test -p module=lib_common -p coverage=true -p scope=lib_commonAllSuites,passed,36,36,100.00,32,32,100.00,1,1,100.00,getMockResponse,rerun passed: 6/6 tests,switch-statement_coverage.csv
20,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/ShoppingMall/components/module_keyboard/src/main/ets/components/UILicensePlate.ets,agc-template-market-harmonyos-demos,538952eb404d1ce9aac8dc9f4c3be2e99a65ffc5,460,478,yes,agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/ShoppingMall/components/module_keyboard/src/test/List.test.ets;agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/ShoppingMall/components/module_keyboard/src/test/LocalUnit.test.ets;agc-template-market-harmonyos-demos/LifestyleAndServiceTemplate/ShoppingMall/components/module_keyboard/src/test/UILicensePlate.test.ets,local-test,module_keyboardAllSuites,hvigorw --no-daemon test -p module=module_keyboard -p coverage=true -p scope=module_keyboardAllSuites,passed,17,17,100.00,16,16,100.00,1,1,100.00,intDisableKey,rerun passed: 4/4 tests,switch-statement_coverage.csv
21,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/MovieTVAndLivestreamingTemplate/WebShortDrama/components/video_swiper/src/main/ets/view/VideoPlayView.ets,agc-template-market-harmonyos-demos,37fedd6f29f14a6dc6ec41252556d309ffcbd8db,276,344,yes,agc-template-market-harmonyos-demos/MovieTVAndLivestreamingTemplate/WebShortDrama/components/video_swiper/src/test/List.test.ets;agc-template-market-harmonyos-demos/MovieTVAndLivestreamingTemplate/WebShortDrama/components/video_swiper/src/test/VideoPlayView.test.ets,local-test,VideoPlayViewTest,hvigorw --no-daemon test -p module=video_swiper -p coverage=true -p scope=VideoPlayViewTest,passed,60,60,100.00,26,26,100.00,3,3,100.00,setAVPlayerStateListen;anonymous_42;anonymous_43,rerun passed: 7/7 local tests; all target metrics meet 90%,switch-statement_coverage.csv
22,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/NavigationTemplate/Metro/features/Home/src/main/ets/functions/HomeFunctions.ets,agc-template-market-harmonyos-demos,4d0dddea65a6c2deab7e4c138abc02ae1187c08f,15,35,yes,agc-template-market-harmonyos-demos/NavigationTemplate/Metro/features/Home/src/test/List.test.ets;agc-template-market-harmonyos-demos/NavigationTemplate/Metro/features/Home/src/test/HomeFunctions.test.ets,local-test,HomeFunctionsTest,hvigorw --no-daemon test -p module=Home -p coverage=true -p scope=HomeFunctionsTest,passed,19,19,100.00,16,16,100.00,1,1,100.00,getColor,rerun passed: 12/12 local tests,switch-statement_coverage.csv
23,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/NewsTemplate/News/commons/network/src/main/ets/mock/MockResponse.ets,agc-template-market-harmonyos-demos,9ff98885c9081e9d92be411ad76d9e9de48c9cb5,5,64,yes,agc-template-market-harmonyos-demos/NewsTemplate/News/commons/network/src/test/List.test.ets;agc-template-market-harmonyos-demos/NewsTemplate/News/commons/network/src/test/MockResponse.test.ets,local-test,MockResponseTest,hvigorw --no-daemon test -p module=network -p coverage=true -p scope=MockResponseTest,passed,58,58,100.00,54,54,100.00,1,1,100.00,getMockResponse,rerun passed: 30/30 local tests,switch-statement_coverage.csv
24,1,original,@extrulesproject/switch-statement-check,agc-template-market-harmonyos-demos/NewsTemplate/News/features/mine/src/main/ets/utils/SetFontSizeUtil.ets,agc-template-market-harmonyos-demos,8149d522ce87c15a0df9226e95cf51cc1dae04e1,4,26,yes,agc-template-market-harmonyos-demos/NewsTemplate/News/features/mine/src/test/List.test.ets;agc-template-market-harmonyos-demos/NewsTemplate/News/features/mine/src/test/SetFontSizeUtil.test.ets,local-test,SetFontSizeUtilTest,hvigorw --no-daemon test -p module=mine -p coverage=true -p scope=SetFontSizeUtilTest,passed,21,21,100.00,12,12,100.00,1,1,100.00,SetFontSizeUtil.getTextByFontSize,rerun passed: 9/9 local tests,switch-statement_coverage.csv
