record_index,message_index,fragment_role,rule,source_file,source_project,commit_hash,range_start,range_end,has_test_case,test_files,test_kind,test_suite,test_command,test_run_status,line_total_in_range,line_covered_in_range,line_coverage_pct,branch_side_total_in_range,branch_side_covered_in_range,branch_coverage_pct,function_total_overlapping_range,function_covered_overlapping_range,function_coverage_pct,overlapping_coverage_functions,note,_source_csv
26,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/network/src/main/ets/mocks/mockData/TransactionDatasetMock.ets,agc-template-market-harmonyos-demos,37fedd6f29f14a6dc6ec41252556d309ffcbd8db,49,61,yes,agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/network/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/network/src/ohosTest/ets/test/TransactionDatasetMock.test.ets,instrument-test,TransactionDatasetMockTest,hvigorw --no-daemon onDeviceTest -p module=network@ohosTest -p coverage=true -p scope=TransactionDatasetMockTest,passed,11,11,100.00,4,4,100.00,3,3,100.00,TransactionDatasetMock.getMonthTransactionList;anonymous_1;anonymous_2,rerun passed: 4/4 instrument tests; all target metrics exceed 90%,code-clone_coverage.csv
26,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/network/src/main/ets/mocks/mockData/TransactionDatasetMock.ets,agc-template-market-harmonyos-demos,37fedd6f29f14a6dc6ec41252556d309ffcbd8db,82,94,yes,agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/network/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/FinanceTemplate/FinancialManagement/commons/network/src/ohosTest/ets/test/TransactionDatasetMock.test.ets,instrument-test,TransactionDatasetMockTest,hvigorw --no-daemon onDeviceTest -p module=network@ohosTest -p coverage=true -p scope=TransactionDatasetMockTest,passed,11,11,100.00,4,4,100.00,3,3,100.00,TransactionDatasetMock.getMonthTransactionList;anonymous_3;anonymous_4,rerun passed: 4/4 instrument tests; all target metrics exceed 90%,code-clone_coverage.csv
27,1,original,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/PhotographyTemplate/ImageProcessing/scenes/picture_beautification/src/main/ets/pages/PictureBeautification.ets,agc-template-market-harmonyos-demos,8d76d0299bf144b7f2530972b68a757879ffdb83,476,487,yes,agc-template-market-harmonyos-demos/PhotographyTemplate/ImageProcessing/scenes/picture_beautification/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/PhotographyTemplate/ImageProcessing/scenes/picture_beautification/src/ohosTest/ets/test/PictureBeautification.test.ets;agc-template-market-harmonyos-demos/PhotographyTemplate/ImageProcessing/scenes/picture_beautification/src/ohosTest/ets/testability/pages/Index.ets,instrument-test,PictureBeautificationTest,hvigorw --no-daemon onDeviceTest -p module=picture_beautification@ohosTest -p coverage=true -p scope=PictureBeautificationTest,passed,7,7,100.00,4,4,100.00,1,1,100.00,moveClipCanvasFreeType,rerun passed: 22/22 instrument tests; all target metrics exceed 90%,code-clone_coverage.csv
27,1,similar,@extrulesproject/code-clone-fragment-check,agc-template-market-harmonyos-demos/PhotographyTemplate/ImageProcessing/scenes/picture_beautification/src/main/ets/pages/PictureBeautification.ets,agc-template-market-harmonyos-demos,8d76d0299bf144b7f2530972b68a757879ffdb83,590,600,yes,agc-template-market-harmonyos-demos/PhotographyTemplate/ImageProcessing/scenes/picture_beautification/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/PhotographyTemplate/ImageProcessing/scenes/picture_beautification/src/ohosTest/ets/test/PictureBeautification.test.ets;agc-template-market-harmonyos-demos/PhotographyTemplate/ImageProcessing/scenes/picture_beautification/src/ohosTest/ets/testability/pages/Index.ets,instrument-test,PictureBeautificationTest,hvigorw --no-daemon onDeviceTest -p module=picture_beautification@ohosTest -p coverage=true -p scope=PictureBeautificationTest,passed,7,7,100.00,4,4,100.00,1,1,100.00,moveClipCanvasRatioType,rerun passed: 22/22 instrument tests; all target metrics exceed 90%,code-clone_coverage.csv
1,1,original,Data Clumps,agc-template-market-harmonyos-demos/ToolsTemplate/SmartHome/features/device_service/src/main/ets/view/AgreementView.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,15,52,yes,agc-template-market-harmonyos-demos/ToolsTemplate/SmartHome/features/device_service/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/ToolsTemplate/SmartHome/features/device_service/src/ohosTest/ets/test/Ability.test.ets;agc-template-market-harmonyos-demos/ToolsTemplate/SmartHome/features/device_service/src/ohosTest/ets/test/QuickLoginPage.test.ets;agc-template-market-harmonyos-demos/ToolsTemplate/SmartHome/features/device_service/src/ohosTest/ets/test/AgreementView.test.ets,instrument-test,device_serviceAllSuites,hvigorw --no-daemon onDeviceTest -p module=device_service@ohosTest -p coverage=true -p scope=device_serviceAllSuites,passed,34,31,91.18,4,4,100.00,10,9,90.00,bulidSpan;anonymous_7;anonymous_8;anonymous_9;anonymous_10;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15,rerun passed: 1/3 tests,data-clumps_coverage.csv
2,1,original,Data Clumps,openharmony_tpc_samples/ohos_rive/library/src/main/ets/runtime/RiveAnimationView.ets,openharmony_tpc_samples,06bc129a97c627fb2d175ad0479e840fb47152c5,820,861,yes,openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/List.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/RendererAttributes.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/RiveAnimationView.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/testability/pages/Index.ets,instrument-test,RendererAttributesTest;RiveAnimationViewTest,"hvigorw --no-daemon onDeviceTest -p product=default -p coverage=true -p module=rive_ohos@ohosTest -p scope=RendererAttributesTest,RiveAnimationViewTest",passed,34,34,100.00,10,5,50.00,2,2,100.00,setRiveResource;anonymous_30,rerun passed: 218/219 tests,data-clumps_coverage.csv
3,1,original,Data Clumps,agc-template-market-harmonyos-demos/ToolsTemplate/SmartHome/features/device_service/src/main/ets/pages/QuickLoginPage.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,197,236,yes,agc-template-market-harmonyos-demos/ToolsTemplate/SmartHome/features/device_service/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/ToolsTemplate/SmartHome/features/device_service/src/ohosTest/ets/test/Ability.test.ets;agc-template-market-harmonyos-demos/ToolsTemplate/SmartHome/features/device_service/src/ohosTest/ets/test/QuickLoginPage.test.ets;agc-template-market-harmonyos-demos/ToolsTemplate/SmartHome/features/device_service/src/ohosTest/ets/test/AgreementView.test.ets,instrument-test,device_serviceAllSuites,hvigorw --no-daemon onDeviceTest -p module=device_service@ohosTest -p coverage=true -p scope=device_serviceAllSuites,passed,34,0,0.00,8,0,0.00,10,0,0.00,bulidSpan;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15;anonymous_16;anonymous_17;anonymous_18;anonymous_19,rerun passed: 1/3 tests; existing test artifacts do not cover this target range,data-clumps_coverage.csv
4,1,original,Data Clumps,openharmony_tpc_samples/ohos_rive/library/src/main/ets/runtime/RiveAnimationView.ets,openharmony_tpc_samples,06bc129a97c627fb2d175ad0479e840fb47152c5,863,903,yes,openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/List.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/RendererAttributes.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/RiveAnimationView.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/testability/pages/Index.ets,instrument-test,RendererAttributesTest;RiveAnimationViewTest,"hvigorw --no-daemon onDeviceTest -p product=default -p coverage=true -p module=rive_ohos@ohosTest -p scope=RendererAttributesTest,RiveAnimationViewTest",passed,34,34,100.00,10,5,50.00,2,2,100.00,setRiveBytes;anonymous_31,rerun passed: 218/219 tests,data-clumps_coverage.csv
5,1,original,Data Clumps,openharmony_tpc_samples/ohos_rive/library/src/main/ets/runtime/RiveAnimationView.ets,openharmony_tpc_samples,06bc129a97c627fb2d175ad0479e840fb47152c5,905,951,yes,openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/List.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/RendererAttributes.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/RiveAnimationView.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/testability/pages/Index.ets,instrument-test,RendererAttributesTest;RiveAnimationViewTest,"hvigorw --no-daemon onDeviceTest -p product=default -p coverage=true -p module=rive_ohos@ohosTest -p scope=RendererAttributesTest,RiveAnimationViewTest",passed,37,37,100.00,12,7,58.33,1,1,100.00,setRiveFile,rerun passed: 218/219 tests,data-clumps_coverage.csv
6,1,original,Data Clumps,openharmony_tpc_samples/ohos_rive/library/src/main/ets/runtime/renderers/RendererAttributes.ets,openharmony_tpc_samples,06bc129a97c627fb2d175ad0479e840fb47152c5,157,187,yes,openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/List.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/RendererAttributes.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/test/RiveAnimationView.test.ets;openharmony_tpc_samples/ohos_rive/library/src/ohosTest/ets/testability/pages/Index.ets,instrument-test,RendererAttributesTest;RiveAnimationViewTest,"hvigorw --no-daemon onDeviceTest -p product=default -p coverage=true -p module=rive_ohos@ohosTest -p scope=RendererAttributesTest,RiveAnimationViewTest",passed,29,29,100.00,0,0,N/A,1,1,100.00,RendererAttributes.constructor,rerun passed: 218/219 tests,data-clumps_coverage.csv
1,1,original,@extrulesproject/feature-envy-check,agc-template-market-harmonyos-demos/BusinessTemplate/EnterpriseRecruitment/product/phone/src/main/ets/pages/mine/AvatarUpload.ets,agc-template-market-harmonyos-demos,262956742f1daf990b21d316e397d55cb7f15496,289,337,yes,agc-template-market-harmonyos-demos/BusinessTemplate/EnterpriseRecruitment/product/phone/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/BusinessTemplate/EnterpriseRecruitment/product/phone/src/ohosTest/ets/test/Ability.test.ets;agc-template-market-harmonyos-demos/BusinessTemplate/EnterpriseRecruitment/product/phone/src/ohosTest/ets/test/AvatarUpload.test.ets,instrument-test,phoneAllSuites,hvigorw --no-daemon onDeviceTest -p module=phone@ohosTest -p coverage=true -p scope=phoneAllSuites,passed,33,33,100,10,10,100,1,1,100,checkImageAdapt,rerun passed: 8/8 tests,feature-envy_coverage.csv
2,1,original,@extrulesproject/feature-envy-check,agc-template-market-harmonyos-demos/PhotographyTemplate/ImageProcessing/scenes/picture_beautification/src/main/ets/pages/PictureBeautification.ets,agc-template-market-harmonyos-demos,8d76d0299bf144b7f2530972b68a757879ffdb83,311,365,yes,agc-template-market-harmonyos-demos/PhotographyTemplate/ImageProcessing/scenes/picture_beautification/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/PhotographyTemplate/ImageProcessing/scenes/picture_beautification/src/ohosTest/ets/test/PictureBeautification.test.ets,instrument-test,PictureBeautificationTest,hvigorw --no-daemon onDeviceTest -p module=picture_beautification@ohosTest -p coverage=true -p scope=PictureBeautificationTest,passed,42,42,100.00,4,4,100.00,1,1,100.00,drawClipImage,rerun passed: 22/22 instrument tests on 2026-07-28,feature-envy_coverage.csv
3,1,original,@extrulesproject/feature-envy-check,agc-template-market-harmonyos-demos/SocialTemplate/SocialDating/features/user/src/main/ets/pages/UserDetail.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,76,100,yes,agc-template-market-harmonyos-demos/SocialTemplate/SocialDating/features/user/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/SocialTemplate/SocialDating/features/user/src/ohosTest/ets/test/UserDetail.test.ets,instrument-test,UserDetailTest,hvigorw --no-daemon onDeviceTest -p module=user@ohosTest -p coverage=true -p scope=UserDetailTest,passed,24,24,100.00,22,22,100.00,1,1,100.00,initialiseEnumField,device rerun passed,feature-envy_coverage.csv
4,2,original,@extrulesproject/feature-envy-check,agc-template-market-harmonyos-demos/SocialTemplate/SocialDating/features/user/src/main/ets/pages/UserDetail.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,102,136,yes,agc-template-market-harmonyos-demos/SocialTemplate/SocialDating/features/user/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/SocialTemplate/SocialDating/features/user/src/ohosTest/ets/test/UserDetail.test.ets,instrument-test,UserDetailTest,hvigorw --no-daemon onDeviceTest -p module=user@ohosTest -p coverage=true -p scope=UserDetailTest,passed,23,23,100.00,22,22,100.00,1,1,100.00,initialiseUserInfoTextField,device rerun passed,feature-envy_coverage.csv
5,1,original,@extrulesproject/feature-envy-check,agc-template-market-harmonyos-demos/TravelTemplate/FullServiceHotel/features/service/hotel/src/main/ets/pages/HotelOrderPage.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,220,234,yes,agc-template-market-harmonyos-demos/TravelTemplate/FullServiceHotel/features/service/hotel/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/TravelTemplate/FullServiceHotel/features/service/hotel/src/ohosTest/ets/test/HotelOrderPage.test.ets,instrument-test,HotelOrderPageTest,hvigorw --no-daemon onDeviceTest -p module=hotel@ohosTest -p coverage=true -p scope=HotelOrderPageTest,passed,13,13,100.00,0,0,N/A,1,1,100.00,__TextInput__formInputStyle,device rerun passed,feature-envy_coverage.csv
6,1,original,@extrulesproject/feature-envy-check,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/main/ets/pages/AddVisitorPage.ets,agc-template-market-harmonyos-demos,8d76d0299bf144b7f2530972b68a757879ffdb83,24,32,yes,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/ohosTest/ets/test/AddVisitorPage.test.ets,instrument-test,AddVisitorPageTest,hvigorw --no-daemon onDeviceTest -p module=mine@ohosTest -p coverage=true -p scope=AddVisitorPageTest,passed,7,7,100.00,2,2,100.00,1,1,100.00,cloneContact,device rerun passed,feature-envy_coverage.csv
7,1,original,@extrulesproject/feature-envy-check,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/main/ets/pages/EditVisitorPage.ets,agc-template-market-harmonyos-demos,8d76d0299bf144b7f2530972b68a757879ffdb83,23,31,yes,agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/EntertainmentTemplate/MuseumTicket/features/mine/src/ohosTest/ets/test/EditVisitorPage.test.ets,instrument-test,EditVisitorPageTest,hvigorw --no-daemon onDeviceTest -p module=mine@ohosTest -p coverage=true -p scope=EditVisitorPageTest,passed,7,7,100.00,2,2,100.00,1,1,100.00,cloneContact,device rerun passed,feature-envy_coverage.csv
8,1,original,@extrulesproject/feature-envy-check,agc-template-market-harmonyos-demos/SocialTemplate/SocialDating/features/feed/src/main/ets/pages/FeedListPage.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,388,404,yes,agc-template-market-harmonyos-demos/SocialTemplate/SocialDating/features/feed/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/SocialTemplate/SocialDating/features/feed/src/ohosTest/ets/test/FeedListPage.test.ets,instrument-test,FeedListPageTest,hvigorw --no-daemon onDeviceTest -p module=feed@ohosTest -p coverage=true -p scope=FeedListPageTest,passed,12,12,100.00,6,6,100.00,1,1,100.00,setClickLike,device rerun passed,feature-envy_coverage.csv
1,1,original,@extrulesproject/long-method-check,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/components/reader_tool_bar/src/main/ets/components/ReaderToolBar.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,199,346,yes,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/components/reader_tool_bar/src/ohosTest/ets/test/ReaderToolBar.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/components/reader_tool_bar/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/components/reader_tool_bar/src/ohosTest/ets/test/Ability.test.ets,instrument-test,ReaderToolBarTest,hvigorw --no-daemon onDeviceTest -p module=reader_tool_bar@ohosTest -p coverage=true -p scope=ReaderToolBarTest,passed,109,106,97.25,12,11,91.67,29,28,96.55,buildSettingSheet;anonymous_15;anonymous_16;anonymous_17;anonymous_18;anonymous_19;anonymous_20;anonymous_21;anonymous_22;anonymous_23;anonymous_24;anonymous_25;anonymous_26;anonymous_27;anonymous_28;anonymous_29;anonymous_30;anonymous_31;anonymous_32;anonymous_33;anonymous_34;anonymous_35;anonymous_36;anonymous_37;anonymous_38;anonymous_39;anonymous_40;anonymous_41;anonymous_42,rerun passed: 1/1 tests,long-method_coverage.csv
2,1,original,@extrulesproject/long-method-check,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_home/src/main/ets/views/SearchPage.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,90,219,yes,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_home/src/ohosTest/ets/test/SearchPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_home/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_home/src/ohosTest/ets/test/Ability.test.ets,instrument-test,SearchPageTest,hvigorw --no-daemon onDeviceTest -p module=book_home@ohosTest -p coverage=true -p scope=SearchPageTest,passed,101,92,91.09,10,10,100.00,49,46,93.88,initialRender;anonymous_1;anonymous_2;anonymous_3;anonymous_4;anonymous_5;anonymous_6;anonymous_7;anonymous_8;anonymous_9;anonymous_10;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15;anonymous_16;anonymous_17;anonymous_18;anonymous_19;anonymous_20;anonymous_21;anonymous_22;anonymous_23;anonymous_24;anonymous_25;anonymous_26;anonymous_27;anonymous_29;anonymous_30;anonymous_32;anonymous_33;anonymous_34;anonymous_35;anonymous_36;anonymous_37;anonymous_39;anonymous_40;anonymous_41;anonymous_42;anonymous_43;anonymous_44;anonymous_45;anonymous_46;anonymous_47;anonymous_48;anonymous_49;anonymous_50;anonymous_51,rerun passed: 2/2 tests,long-method_coverage.csv
3,1,original,@extrulesproject/long-method-check,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/main/ets/comp/MyInfoCard.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,145,265,yes,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/MemberCenterPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/FeedbackPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/LoginPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/Ability.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/RechargePage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/AboutPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/MemberAgreementPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/MyInfoCard.test.ets,instrument-test,book_personAllSuites,hvigorw --no-daemon onDeviceTest -p module=book_person@ohosTest -p coverage=true -p scope=book_personAllSuites,passed,100,98,98.00,6,6,100.00,28,27,96.43,initialRender;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15;anonymous_17;anonymous_18;anonymous_19;anonymous_20;anonymous_21;anonymous_22;anonymous_23;anonymous_24;anonymous_25;anonymous_26;anonymous_27;anonymous_28;anonymous_29;anonymous_30;anonymous_31;anonymous_32;anonymous_33;anonymous_34;anonymous_35;anonymous_36;anonymous_37;anonymous_38,rerun passed: 10/10 tests,long-method_coverage.csv
4,1,original,@extrulesproject/long-method-check,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/main/ets/views/AboutPage.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,68,194,yes,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/MemberCenterPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/FeedbackPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/LoginPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/Ability.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/RechargePage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/AboutPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/MemberAgreementPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/MyInfoCard.test.ets,instrument-test,book_personAllSuites,hvigorw --no-daemon onDeviceTest -p module=book_person@ohosTest -p coverage=true -p scope=book_personAllSuites,passed,103,103,100.00,0,0,N/A,20,20,100.00,aboutCardView;anonymous_10;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15;anonymous_16;anonymous_17;anonymous_18;anonymous_19;anonymous_20;anonymous_21;anonymous_22;anonymous_23;anonymous_24;anonymous_25;anonymous_26;anonymous_27;anonymous_28,rerun passed: 10/10 tests,long-method_coverage.csv
5,1,original,@extrulesproject/long-method-check,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/main/ets/views/FeedbackPage.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,26,194,yes,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/FeedbackPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/List.test.ets,instrument-test,FeedbackPageTest,hvigorw --no-daemon onDeviceTest -p module=book_person@ohosTest -p coverage=true -p scope=FeedbackPageTest,passed,140,132,94.29,4,4,100.00,39,36,92.31,initialRender;anonymous_3;anonymous_4;anonymous_5;anonymous_6;anonymous_7;anonymous_9;anonymous_10;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15;anonymous_16;anonymous_17;anonymous_18;anonymous_19;anonymous_20;anonymous_21;anonymous_22;anonymous_23;anonymous_24;anonymous_25;anonymous_26;anonymous_27;anonymous_28;anonymous_29;anonymous_30;anonymous_31;anonymous_32;anonymous_33;anonymous_34;anonymous_36;anonymous_37;anonymous_38;anonymous_39;anonymous_40;anonymous_41;anonymous_42,rerun passed: 1/1 tests,long-method_coverage.csv
6,1,original,@extrulesproject/long-method-check,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/main/ets/views/LoginPage.ets,agc-template-market-harmonyos-demos,b9445e27d154b3d9a800d9460f2773a56fd21bef,233,415,yes,agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/MemberCenterPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/FeedbackPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/List.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/LoginPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/Ability.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/RechargePage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/AboutPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/MemberAgreementPage.test.ets;agc-template-market-harmonyos-demos/BooksAndReferenceTemplate/BookRead/feature/book_person/src/ohosTest/ets/test/MyInfoCard.test.ets,instrument-test,LoginPageTest,hvigorw --no-daemon onDeviceTest -p module=book_person@ohosTest -p coverage=true -p scope=LoginPageTest,passed,138,125,90.58,4,4,100.00,34,31,91.18,initialRender;anonymous_9;anonymous_10;anonymous_11;anonymous_12;anonymous_13;anonymous_14;anonymous_15;anonymous_16;anonymous_17;anonymous_18;anonymous_19;anonymous_20;anonymous_21;anonymous_22;anonymous_23;anonymous_24;anonymous_25;anonymous_26;anonymous_28;anonymous_29;anonymous_30;anonymous_31;anonymous_32;anonymous_33;anonymous_34;anonymous_35;anonymous_36;anonymous_37;anonymous_38;anonymous_39;anonymous_40;anonymous_41;anonymous_43,rerun passed: LoginPageTest,long-method_coverage.csv
